id,company,title,location,source,url,posted_at,keywords,score,status,created_at,updated_at,notes
ab-c2c9c3c3-f9cd-4309-92a6-6f1dc9ec81bf,ramp,Software Engineer | Stablecoin,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/c2c9c3c3-f9cd-4309-92a6-6f1dc9ec81bf,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-6b9108d1-128d-4fd3-8465-fb514ea0e4c4,ramp,Staff Design-Engineer | Design Systems,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/6b9108d1-128d-4fd3-8465-fb514ea0e4c4,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-cced3ae8-7aab-4a74-b91d-1ff6257ccc8c,ramp,Staff Designer | Mobile,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/cced3ae8-7aab-4a74-b91d-1ff6257ccc8c,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-eca54d0e-232a-4c3e-bfcc-d6c6add393f5,ramp,Staff Product Designer,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/eca54d0e-232a-4c3e-bfcc-d6c6add393f5,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-b667f371-3fc3-4483-a126-92da6113f6be,ramp,Staff Product Designer | Growth,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/b667f371-3fc3-4483-a126-92da6113f6be,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-9912212c-2edd-4bdb-a18c-1087bcae0522,ramp,Staff Software Engineer | FedRAMP Infrastructure,"Washington, D.C.",ashby,https://jobs.ashbyhq.com/ramp/job/9912212c-2edd-4bdb-a18c-1087bcae0522,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-27847a5b-da72-41d7-a8e9-67a6416fa292,ramp,Strategic Finance Associate,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/27847a5b-da72-41d7-a8e9-67a6416fa292,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-43ac03c8-65f5-4522-ab3d-6d496ae7d925,ramp,Summer 2026 | Applied Scientist Intern,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/43ac03c8-65f5-4522-ab3d-6d496ae7d925,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-d41d585f-59b3-4a94-b8ff-3c518f6e1e4e,ramp,Team Lead | Executive Assistant,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/d41d585f-59b3-4a94-b8ff-3c518f6e1e4e,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-c7ddb9fb-92bc-482c-bd9f-1ed103c7b783,ramp,Technical Accounting Manager,"San Francisco, CA",ashby,https://jobs.ashbyhq.com/ramp/job/c7ddb9fb-92bc-482c-bd9f-1ed103c7b783,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-87dcf0a6-c8e8-441f-a462-39adcb113a51,ramp,Technical Enablement | People & Talent,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/87dcf0a6-c8e8-441f-a462-39adcb113a51,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-21aabcbe-948c-47ab-bcf8-3ac3f13174a9,ramp,Technical Recruiter | Engineering,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/21aabcbe-948c-47ab-bcf8-3ac3f13174a9,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-fa11e945-7d60-4ac0-b113-9f33ba361b24,ramp,Transaction Monitoring & Sanctions Screening Program Manager ,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/fa11e945-7d60-4ac0-b113-9f33ba361b24,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-fc971889-db1d-4a20-a25e-f282f9296936,ramp,University Grad | Customer Experience Agent,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/fc971889-db1d-4a20-a25e-f282f9296936,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-d3db2d8d-479d-430f-b52f-fce666ed052b,ramp,University Grad | Sales Development Representative,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/d3db2d8d-479d-430f-b52f-fce666ed052b,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-a1229aec-1105-4c47-8533-b912e732ed89,ramp,University Grad | Software Engineer | Frontend,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/a1229aec-1105-4c47-8533-b912e732ed89,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
ab-51acae48-933b-4c71-be48-3e9317cf3ab7,ramp,Vibe Growth Marketing Manager,"New York, NY (HQ)",ashby,https://jobs.ashbyhq.com/ramp/job/51acae48-933b-4c71-be48-3e9317cf3ab7,,"intern,software",0,new,2025-09-11T16:14:09,2025-09-11T16:14:09,
